,open,high,low,close,volume,value,movingAverage20
2023-09-19 17:00:00,36079000.0,36773000.0,36065000.0,36486000.0,894.11065631,32570156966.9675,
2023-09-19 21:00:00,36486000.0,36820000.0,36117000.0,36750000.0,787.08368904,28724621517.52839,
2023-09-20 01:00:00,36778000.0,36789000.0,36359000.0,36546000.0,232.69244784,8504624132.33328,
2023-09-20 05:00:00,36546000.0,36576000.0,36300000.0,36500000.0,231.56851697,8446530466.92468,
2023-09-20 09:00:00,36509000.0,36743000.0,36400000.0,36504000.0,607.02858308,22187894970.13453,
2023-09-20 13:00:00,36499000.0,36547000.0,36319000.0,36473000.0,729.03918438,26579007789.18829,
2023-09-20 17:00:00,36473000.0,36519000.0,36249000.0,36423000.0,491.52376347,17890381838.15377,
2023-09-20 21:00:00,36424000.0,36639000.0,36329000.0,36530000.0,417.82008807,15238061017.75794,
2023-09-21 01:00:00,36530000.0,36660000.0,36150000.0,36308000.0,347.51227076,12661288747.34169,
2023-09-21 05:00:00,36304000.0,36650000.0,36296000.0,36501000.0,260.95781331,9522430207.2281,
2023-09-21 09:00:00,36502000.0,36659000.0,36404000.0,36515000.0,716.80977466,26170719478.15663,
2023-09-21 13:00:00,36520000.0,36645000.0,36501000.0,36596000.0,557.04568254,20376794764.53963,
2023-09-21 17:00:00,36596000.0,36601000.0,36000000.0,36185000.0,766.7157337,27827555960.4596,
2023-09-21 21:00:00,36200000.0,36246000.0,35818000.0,36061000.0,1014.62319376,36519384182.64435,
2023-09-22 01:00:00,36059000.0,36120000.0,35967000.0,36014000.0,176.0128353,6343252409.06635,
2023-09-22 05:00:00,36014000.0,36078000.0,35938000.0,36012000.0,207.63147917,7479600853.78569,
2023-09-22 09:00:00,35989000.0,36129000.0,35900000.0,35989000.0,409.94560973,14764120659.58072,
2023-09-22 13:00:00,35979000.0,36117000.0,35950000.0,36046000.0,387.30544377,13955126104.85687,
2023-09-22 17:00:00,36047000.0,36118000.0,35998000.0,36052000.0,509.96619547,18387958894.60572,
2023-09-22 21:00:00,36052000.0,36086000.0,35901000.0,36040000.0,463.07344817,16667842831.71115,36326550.0
2023-09-23 01:00:00,36040000.0,36065000.0,35904000.0,35929000.0,164.11568087,5905459159.37564,36298700.0
2023-09-23 05:00:00,35929000.0,36007000.0,35913000.0,35952000.0,141.24821858,5078338103.59204,36258800.0
2023-09-23 09:00:00,35964000.0,36019000.0,35920000.0,35977000.0,291.50520128,10482322438.26461,36230350.0
2023-09-23 13:00:00,35976000.0,35981000.0,35910000.0,35929000.0,177.94870932,6395012375.79846,36201800.0
2023-09-23 17:00:00,35958000.0,35989000.0,35901000.0,35980000.0,166.53845268,5984019651.14608,36175600.0
2023-09-23 21:00:00,35980000.0,35990000.0,35925000.0,35986000.0,195.41912129,7027988051.79576,36151250.0
2023-09-24 01:00:00,35986000.0,35998000.0,35942000.0,35995000.0,74.67056574,2686425148.61384,36129850.0
2023-09-24 05:00:00,35960000.0,35997000.0,35938000.0,35960000.0,93.47194553,3361992750.32751,36101350.0
2023-09-24 09:00:00,35951000.0,35993000.0,35908000.0,35944000.0,240.86401188,8659112012.51343,36083150.0
2023-09-24 13:00:00,35944000.0,35980000.0,35900000.0,35976000.0,190.52783829,6846801350.42004,36056900.0
2023-09-24 17:00:00,35976000.0,36047000.0,35931000.0,35951000.0,186.45683339,6709229623.62799,36028700.0
2023-09-24 21:00:00,35952000.0,36063000.0,35905000.0,35932000.0,431.72241908,15534325332.9877,35995500.0
2023-09-25 01:00:00,35910000.0,36100000.0,35740000.0,35815000.0,242.4860436,8707062845.74592,35977000.0
2023-09-25 05:00:00,35793000.0,35872000.0,35500000.0,35534000.0,343.83649377,12264201199.81091,35950650.0
2023-09-25 09:00:00,35530000.0,35534000.0,35243000.0,35374000.0,690.24996068,24436222417.50646,35918650.0
2023-09-25 13:00:00,35373000.0,35451000.0,35270000.0,35436000.0,396.07072501,14001095042.7296,35889850.0
2023-09-25 17:00:00,35438000.0,35511000.0,35176000.0,35239000.0,849.56050579,30022451927.42907,35852350.0
2023-09-25 21:00:00,35239000.0,35570000.0,35188000.0,35524000.0,621.43476457,21974374643.50263,35826250.0
2023-09-26 01:00:00,35524000.0,35679000.0,35483000.0,35575000.0,155.8363886,5545218576.75042,35802400.0
2023-09-26 05:00:00,35579000.0,35701000.0,35474000.0,35491000.0,164.33035239,5840537848.24597,35774950.0
2023-09-26 09:00:00,35497000.0,35805000.0,35428000.0,35778000.0,550.23268899,19592538178.14217,35767400.0
2023-09-26 13:00:00,35779000.0,35802000.0,35623000.0,35657000.0,374.57022327,13376013171.4663,35752650.0
2023-09-26 17:00:00,35657000.0,35745000.0,35552000.0,35654000.0,381.65413812,13603872299.28692,35736500.0
2023-09-26 21:00:00,35653000.0,35733000.0,35451000.0,35482000.0,616.47666146,21952544849.97278,35714150.0
2023-09-27 01:00:00,35486000.0,35680000.0,35480000.0,35619000.0,134.05448718,4768432488.35587,35696100.0
2023-09-27 05:00:00,35619000.0,35667000.0,35497000.0,35566000.0,152.88687894,5437460967.37684,35675100.0
2023-09-27 09:00:00,35566000.0,35723000.0,35560000.0,35695000.0,299.53854563,10680950318.66405,35660100.0
2023-09-27 13:00:00,35695000.0,35831000.0,35619000.0,35803000.0,633.58230386,22646074019.73976,35652250.0
2023-09-27 17:00:00,35809000.0,36485000.0,35718000.0,36353000.0,860.36697999,31032934296.99459,35672700.0
2023-09-27 21:00:00,36348000.0,36464000.0,35748000.0,35900000.0,1033.80770565,37372152431.16481,35668900.0
2023-09-28 01:00:00,35901000.0,35945000.0,35672000.0,35828000.0,235.68697492,8440760523.84707,35662750.0
2023-09-28 05:00:00,35830000.0,36010000.0,35800000.0,35982000.0,218.16400652,7832527250.02807,35665250.0
2023-09-28 09:00:00,35979000.0,36226000.0,35933000.0,36013000.0,474.03916598,17091248523.12205,35675150.0
2023-09-28 13:00:00,36001000.0,36185000.0,35974000.0,36143000.0,302.43606395,10922345294.01675,35705600.0
2023-09-28 17:00:00,36144000.0,36246000.0,36057000.0,36079000.0,362.23942375,13085871617.92808,35740850.0
2023-09-28 21:00:00,36079000.0,36733000.0,36073000.0,36731000.0,883.55236086,32175170701.38788,35805600.0
2023-09-29 01:00:00,36731000.0,36999000.0,36460000.0,36712000.0,571.00052674,21004918534.22076,35879250.0
2023-09-29 05:00:00,36742000.0,36789000.0,36490000.0,36596000.0,240.79513436,8817497258.8575,35932850.0
2023-09-29 09:00:00,36596000.0,36738000.0,36490000.0,36516000.0,377.77903932,13832129934.36994,35979900.0
2023-09-29 13:00:00,36516000.0,36868000.0,36510000.0,36809000.0,381.22260479,13978631714.93071,36045800.0
2023-09-29 17:00:00,36809000.0,36842000.0,36601000.0,36626000.0,226.35647898,8305551548.73964,36088200.0
2023-09-29 21:00:00,36626000.0,36662000.0,36260000.0,36432000.0,647.67492323,23641189940.15978,36126950.0
2023-09-30 01:00:00,36405000.0,36497000.0,36326000.0,36482000.0,95.07566402,3462043734.76145,36168350.0
2023-09-30 05:00:00,36482000.0,36523000.0,36399000.0,36444000.0,113.47835331,4136020499.51127,36216450.0
2023-09-30 09:00:00,36444000.0,36514000.0,36404000.0,36474000.0,206.10896509,7515164953.48004,36259200.0
2023-09-30 13:00:00,36474000.0,36580000.0,36464000.0,36550000.0,171.47140287,6265200534.48003,36308400.0
2023-09-30 17:00:00,36563000.0,36703000.0,36517000.0,36563000.0,329.35069843,12058126816.21168,36351800.0
2023-09-30 21:00:00,36570000.0,36717000.0,36517000.0,36632000.0,283.74448784,10387638274.9498,36393250.0
2023-10-01 01:00:00,36632000.0,36690000.0,36590000.0,36678000.0,120.26467817,4405680121.68024,36409500.0
2023-10-01 05:00:00,36678000.0,36740000.0,36597000.0,36600000.0,261.47592014,9586395934.48784,36444500.0
2023-10-01 09:00:00,36614000.0,36697000.0,36555000.0,36666000.0,356.73344199,13066941446.12308,36486400.0
2023-10-01 13:00:00,36666000.0,36814000.0,36622000.0,36802000.0,333.92453995,12259146326.40891,36527400.0
2023-10-01 17:00:00,36800000.0,36963000.0,36751000.0,36884000.0,470.14389706,17326522037.11382,36570950.0
2023-10-01 21:00:00,36861000.0,36913000.0,36782000.0,36823000.0,451.20831499,16627326631.51953,36604950.0
2023-10-02 01:00:00,36823000.0,36876000.0,36745000.0,36771000.0,123.7123124,4554196840.13459,36639550.0
2023-10-02 05:00:00,36768000.0,37817000.0,36742000.0,37789000.0,997.50001787,37440154251.51413,36692450.0
2023-10-02 09:00:00,37788000.0,38100000.0,37582000.0,38070000.0,1076.45556301,40681817519.10394,36760350.0
2023-10-02 13:00:00,38071000.0,38550000.0,37878000.0,38389000.0,835.26737231,31869069487.41537,36850000.0
2023-10-02 17:00:00,38389000.0,38550000.0,38300000.0,38307000.0,742.24689047,28506664201.3173,36939550.0
2023-10-02 21:00:00,38308000.0,38720000.0,38050000.0,38132000.0,1047.1646004,40232346018.38489,37005700.0
2023-10-03 01:00:00,38133000.0,38166000.0,37678000.0,38036000.0,564.657956,21427607792.75865,37076200.0
2023-10-03 05:00:00,38024000.0,38036000.0,37200000.0,37424000.0,628.99396212,23596078099.03447,37125800.0
2023-10-03 09:00:00,37424000.0,37772000.0,37367000.0,37673000.0,561.81283539,21096299139.41363,37185350.0
2023-10-03 13:00:00,37673000.0,37791000.0,37574000.0,37592000.0,291.70171894,10988575303.47479,37242750.0
2023-10-03 17:00:00,37592000.0,37716000.0,37567000.0,37600000.0,279.94938725,10537596121.03411,37299050.0
2023-10-03 21:00:00,37614000.0,37646000.0,37100000.0,37245000.0,837.60566268,31314160136.33068,37333800.0
2023-10-04 01:00:00,37246000.0,37370000.0,37101000.0,37109000.0,155.24515553,5783689234.3436,37361100.0
2023-10-04 05:00:00,37110000.0,37350000.0,37012000.0,37197000.0,473.76759727,17606584722.17802,37389350.0
2023-10-04 09:00:00,37198000.0,37363000.0,37036000.0,37318000.0,625.86208355,23280981943.71735,37421350.0
2023-10-04 13:00:00,37319000.0,37400000.0,37239000.0,37351000.0,372.9944352,13919746327.04784,37458900.0
2023-10-04 17:00:00,37351000.0,37595000.0,37313000.0,37498000.0,545.24437349,20445680412.40086,37500500.0
2023-10-04 21:00:00,37498000.0,37570000.0,37200000.0,37269000.0,407.83309806,15241881189.24933,37523850.0
2023-10-05 01:00:00,37269000.0,37740000.0,37241000.0,37497000.0,175.49854085,6583064363.11248,37554500.0
2023-10-05 05:00:00,37498000.0,37659000.0,37449000.0,37595000.0,259.67943571,9762046208.56709,37593100.0
2023-10-05 09:00:00,37592000.0,37737000.0,37425000.0,37455000.0,386.57305283,14520932274.42846,37627300.0
2023-10-05 13:00:00,37470000.0,37513000.0,37300000.0,37369000.0,327.02834083,12235809588.66795,37606300.0
2023-10-05 17:00:00,37369000.0,37650000.0,37355000.0,37645000.0,315.97381201,11859171076.79548,37585050.0
2023-10-05 21:00:00,37644000.0,38096000.0,37300000.0,37447000.0,865.37608019,32701624039.04171,37537950.0
2023-10-06 01:00:00,37447000.0,37520000.0,37244000.0,37356000.0,224.51722909,8384216659.90021,37490400.0
2023-10-06 05:00:00,37356000.0,37371000.0,37240000.0,37258000.0,210.14710962,7836167893.51014,37446700.0
2023-10-06 09:00:00,37258000.0,37450000.0,37245000.0,37399000.0,257.66833558,9623619552.18235,37414850.0
2023-10-06 13:00:00,37399000.0,37514000.0,37307000.0,37500000.0,322.28757646,12051480768.36265,37418650.0
2023-10-06 17:00:00,37499000.0,37770000.0,37480000.0,37713000.0,324.96640581,12221285184.05879,37420650.0
2023-10-06 21:00:00,37714000.0,37950000.0,37050000.0,37820000.0,889.96339084,33367528719.7969,37432050.0
2023-10-07 01:00:00,37839000.0,37927000.0,37652000.0,37803000.0,267.36544046,10107875452.61803,37442200.0
2023-10-07 05:00:00,37806000.0,38124000.0,37740000.0,37798000.0,338.07677785,12812853911.35565,37469850.0
2023-10-07 09:00:00,37798000.0,37894000.0,37725000.0,37820000.0,254.06993014,9607209628.62741,37505400.0
2023-10-07 13:00:00,37844000.0,37931000.0,37815000.0,37888000.0,205.67778397,7791504635.31914,37539950.0
2023-10-07 17:00:00,37888000.0,37997000.0,37831000.0,37930000.0,231.49495108,8781730727.25282,37570550.0
2023-10-07 21:00:00,37930000.0,37992000.0,37843000.0,37913000.0,190.06732225,7205827267.33168,37598650.0
2023-10-08 01:00:00,37913000.0,37960000.0,37843000.0,37845000.0,59.47861263,2254114359.47818,37616000.0
2023-10-08 05:00:00,37845000.0,37925000.0,37840000.0,37902000.0,65.29904173,2474753413.54279,37647650.0
2023-10-08 09:00:00,37902000.0,38109000.0,37898000.0,38099000.0,293.4402423,11152380288.90509,37677750.0
2023-10-08 13:00:00,38093000.0,38100000.0,37880000.0,37961000.0,276.9747244,10514123222.88708,37696050.0
2023-10-08 17:00:00,37964000.0,38000000.0,37786000.0,37804000.0,454.05751185,17209252723.56577,37713500.0
2023-10-08 21:00:00,37804000.0,37995000.0,37587000.0,37885000.0,456.35780118,17287859307.48639,37739300.0
2023-10-09 01:00:00,37885000.0,37938000.0,37760000.0,37837000.0,262.64084335,9940793682.64177,37748900.0
2023-10-09 05:00:00,37837000.0,37969000.0,37820000.0,37929000.0,137.17126626,5201239701.18219,37773000.0
2023-10-09 09:00:00,37929000.0,38047000.0,37810000.0,37997000.0,532.93031098,20205199135.0993,37805050.0
2023-10-09 13:00:00,37995000.0,38016000.0,37870000.0,37880000.0,319.91890948,12146632229.48316,37836150.0
2023-10-09 17:00:00,37880000.0,37967000.0,37308000.0,37351000.0,1221.56629016,45928729360.4888,37833750.0
2023-10-09 21:00:00,37351000.0,37564000.0,37237000.0,37411000.0,642.22605689,24022188652.42954,37829300.0
2023-10-10 01:00:00,37411000.0,37810000.0,37295000.0,37719000.0,244.23264252,9163620206.50092,37829600.0
2023-10-10 05:00:00,37719000.0,37750000.0,37595000.0,37595000.0,226.00119518,8512667085.32482,37818350.0
2023-10-10 09:00:00,37595000.0,37711000.0,37487000.0,37610000.0,454.96965525,17097018285.9384,37808700.0
2023-10-10 13:00:00,37610000.0,37764000.0,37560000.0,37740000.0,390.3424319,14704598565.29546,37805800.0
2023-10-10 17:00:00,37743000.0,37810000.0,37510000.0,37515000.0,409.78751783,15440719355.14376,37790550.0
2023-10-10 21:00:00,37517000.0,37640000.0,37326000.0,37402000.0,515.5532932,19303191505.36755,37766250.0
2023-10-11 01:00:00,37400000.0,37495000.0,37262000.0,37385000.0,148.61848215,5553154753.38451,37739000.0
2023-10-11 05:00:00,37368000.0,37489000.0,37322000.0,37336000.0,169.32508711,6334046514.96968,37710150.0
2023-10-11 09:00:00,37323000.0,37403000.0,36750000.0,36774000.0,1033.79575724,38304862601.84631,37656600.0
2023-10-11 13:00:00,36774000.0,36960000.0,36720000.0,36833000.0,539.05830169,19880234985.31854,37603150.0
2023-10-11 17:00:00,36833000.0,37190000.0,36822000.0,37037000.0,454.85038108,16834935138.22048,37550050.0
2023-10-11 21:00:00,37038000.0,37109000.0,36551000.0,36588000.0,524.26037592,19307766559.89163,37481400.0
2023-10-12 01:00:00,36588000.0,36599000.0,36291000.0,36566000.0,505.41862397,18423494366.23436,37419500.0
2023-10-12 05:00:00,36582000.0,36683000.0,36451000.0,36671000.0,244.86472463,8952421041.6504,37358800.0
2023-10-12 09:00:00,36671000.0,36674000.0,36410000.0,36644000.0,438.22380015,16013315236.8291,37299150.0
2023-10-12 13:00:00,36644000.0,36696000.0,36541000.0,36609000.0,248.03965283,9082387157.29254,37233150.0
2023-10-12 17:00:00,36609000.0,36666000.0,36460000.0,36652000.0,288.09129783,10531316823.67154,37165900.0
2023-10-12 21:00:00,36655000.0,36700000.0,36440000.0,36520000.0,371.63898081,13589497151.81627,37097900.0
2023-10-13 01:00:00,36520000.0,36674000.0,36408000.0,36600000.0,149.57884932,5461078617.15494,37060350.0
2023-10-13 05:00:00,36600000.0,36880000.0,36538000.0,36750000.0,267.69291514,9825787523.93323,37027300.0
2023-10-13 09:00:00,36750000.0,36917000.0,36724000.0,36757000.0,310.356852,11427094822.2654,36979200.0
2023-10-13 13:00:00,36757000.0,37014000.0,36757000.0,36936000.0,317.0726105,11692390479.47859,36946250.0
2023-10-13 17:00:00,36936000.0,36982000.0,36772000.0,36888000.0,321.68938007,11856958491.7233,36910150.0
2023-10-13 21:00:00,36888000.0,37060000.0,36780000.0,36799000.0,289.71032738,10692573526.11503,36863100.0
2023-10-14 01:00:00,36795000.0,36927000.0,36760000.0,36821000.0,101.01231769,3721718028.64749,36828400.0
2023-10-14 05:00:00,36840000.0,37193000.0,36819000.0,36968000.0,417.1487504,15450777446.96839,36806700.0
2023-10-14 09:00:00,36968000.0,37156000.0,36939000.0,37107000.0,233.44511117,8645798427.96783,36792800.0
2023-10-14 13:00:00,37108000.0,37112000.0,36952000.0,36981000.0,237.95965664,8806913661.26241,36775050.0
2023-10-14 17:00:00,36981000.0,37005000.0,36900000.0,36942000.0,172.89759135,6391321644.06378,36783450.0
2023-10-14 21:00:00,36941000.0,37035000.0,36887000.0,36997000.0,200.53799231,7410333525.02739,36791650.0
2023-10-15 01:00:00,37001000.0,37029000.0,36787000.0,36821000.0,210.03759543,7748727820.46228,36780850.0
2023-10-15 05:00:00,36821000.0,36855000.0,36700000.0,36790000.0,167.18739228,6148174006.76865,36790950.0
2023-10-15 09:00:00,36790000.0,36890000.0,36704000.0,36817000.0,305.06569373,11228655583.711,36803500.0
2023-10-15 13:00:00,36810000.0,36859000.0,36750000.0,36825000.0,204.12001697,7510771993.4239,36811200.0
2023-10-15 17:00:00,36825000.0,36878000.0,36720000.0,36723000.0,236.43278944,8700058389.61067,36815150.0
2023-10-15 21:00:00,36723000.0,36849000.0,36659000.0,36805000.0,455.64535285,16742878189.74929,36824950.0
2023-10-16 01:00:00,36815000.0,36984000.0,36735000.0,36931000.0,147.02670455,5418576970.06061,36838900.0
2023-10-16 05:00:00,36931000.0,37189000.0,36892000.0,37086000.0,300.27715281,11131559374.61585,36867200.0
2023-10-16 09:00:00,37087000.0,37230000.0,37000000.0,37203000.0,405.31850821,15053344242.74203,36897350.0
2023-10-16 13:00:00,37205000.0,38150000.0,37135000.0,37981000.0,1407.50933413,53313777761.45124,36958900.0
2023-10-16 17:00:00,37981000.0,38016000.0,37662000.0,37829000.0,483.02235397,18269843050.9536,37012500.0
2023-10-16 21:00:00,37829000.0,40700000.0,37725000.0,38197000.0,5638.87321388,219281176267.26547,37075550.0
2023-10-17 01:00:00,38202000.0,39107000.0,38172000.0,38650000.0,543.20371907,20987039550.14246,37163650.0
2023-10-17 05:00:00,38639000.0,38868000.0,38406000.0,38697000.0,647.68239524,25008404272.7386,37258550.0
2023-10-17 09:00:00,38686000.0,38780000.0,38316000.0,38399000.0,755.96454912,29100398523.83856,37337450.0
2023-10-17 13:00:00,38399000.0,38650000.0,38156000.0,38583000.0,558.52833648,21406016435.91669,37418200.0
2023-10-17 17:00:00,38583000.0,38939000.0,38538000.0,38634000.0,613.46852579,23752731548.99571,37494550.0
2023-10-17 21:00:00,38633000.0,38900000.0,38316000.0,38782000.0,788.49990976,30449242805.81385,37584600.0
2023-10-18 01:00:00,38805000.0,38947000.0,38632000.0,38864000.0,218.86795352,8493926407.56937,37680700.0
2023-10-18 05:00:00,38870000.0,38901000.0,38648000.0,38652000.0,254.43846336,9859578584.64622,37763450.0
2023-10-18 09:00:00,38652000.0,38838000.0,38556000.0,38834000.0,538.57037598,20841050478.07979,37864100.0
2023-10-18 13:00:00,38834000.0,39380000.0,38755000.0,38827000.0,886.74003857,34612241700.53037,37965950.0
2023-10-18 17:00:00,38828000.0,39000000.0,38600000.0,38675000.0,407.30361101,15798041943.57506,38058850.0
2023-10-18 21:00:00,38695000.0,38776000.0,38479000.0,38625000.0,490.09724903,18940199000.28967,38148850.0
2023-10-19 01:00:00,38625000.0,38762000.0,38585000.0,38607000.0,160.645955,6216563150.88538,38243050.0
2023-10-19 05:00:00,38610000.0,38730000.0,38529000.0,38710000.0,215.39690079,8322466144.6267,38338300.0
2023-10-19 09:00:00,38672000.0,38890000.0,38550000.0,38657000.0,459.5489811,17784266991.7422,38424600.0
2023-10-19 13:00:00,38658000.0,38758000.0,38590000.0,38745000.0,260.83531524,10083619138.36679,38507550.0
2023-10-19 17:00:00,38746000.0,39071000.0,38706000.0,38889000.0,1477.62221987,57467638244.91361,38591850.0
2023-10-19 21:00:00,38889000.0,39200000.0,38800000.0,39002000.0,1032.84927871,40237815362.52893,38642900.0
2023-10-20 01:00:00,39002000.0,39250000.0,38810000.0,39092000.0,461.00936976,17997750155.14525,38706050.0
2023-10-20 05:00:00,39111000.0,39216000.0,38898000.0,39000000.0,519.40524058,20250644988.59546,38746200.0
2023-10-20 09:00:00,39000000.0,39850000.0,38820000.0,39678000.0,1610.09743664,63300350110.51405,38797600.0
2023-10-20 13:00:00,39678000.0,39837000.0,39500000.0,39662000.0,898.4364069,35637814760.99495,38845850.0
2023-10-20 17:00:00,39662000.0,40700000.0,39662000.0,40446000.0,2160.10233937,87081995323.6673,38948200.0
2023-10-20 21:00:00,40451000.0,40500000.0,39827000.0,40049000.0,1232.59336478,49381710866.0213,39021500.0
2023-10-21 01:00:00,40049000.0,40099000.0,39821000.0,40048000.0,248.09987302,9921301028.6756,39092200.0
2023-10-21 05:00:00,40048000.0,40374000.0,40026000.0,40250000.0,306.50434364,12319806792.19497,39165600.0
2023-10-21 09:00:00,40250000.0,40285000.0,39975000.0,40159000.0,563.58772812,22608457147.65532,39230350.0
2023-10-21 13:00:00,40159000.0,40300000.0,40080000.0,40235000.0,317.04810396,12743449210.23811,39309500.0
2023-10-21 17:00:00,40222000.0,40440000.0,40147000.0,40401000.0,430.69940827,17360202000.37466,39387850.0
2023-10-21 21:00:00,40401000.0,40494000.0,40228000.0,40462000.0,514.00960275,20740307532.14537,39469600.0
2023-10-22 01:00:00,40462000.0,40745000.0,40363000.0,40631000.0,492.10497354,19945403912.97595,39567400.0
2023-10-22 05:00:00,40631000.0,40631000.0,40390000.0,40400000.0,237.17825419,9603634902.87858,39656150.0
2023-10-22 09:00:00,40406000.0,40600000.0,40340000.0,40420000.0,378.17239023,15291737625.97354,39746800.0
2023-10-22 13:00:00,40447000.0,40736000.0,40200000.0,40262000.0,621.91518894,25175815411.22525,39824400.0
2023-10-22 17:00:00,40262000.0,40468000.0,40185000.0,40417000.0,653.82637401,26385955119.32999,39912400.0
2023-10-22 21:00:00,40437000.0,40465000.0,40413000.0,40464000.0,38.76173054,1567506804.71163,39998350.0
